Finger,Type,Pressure,Size,X,Y,Orientation,Major,Minor
Thumb,2,0.875,0.35714287,530.7953,1176.7997,0.0,133.926,133.926
Thumb,2,0.875,0.35714287,407.72083,1167.025,0.0,133.926,133.926
Thumb,2,0.85,0.3214286,322.65198,1166.4896,0.0,121.272995,121.272995
Thumb,2,0.85,0.3214286,271.12024,1164.0,0.0,121.272995,121.272995
Thumb,2,0.85,0.3214286,241.5,1160.0,0.0,121.272995,121.272995
Thumb,2,0.83750004,0.3214286,222.8326,1158.1388,0.0,121.272995,121.272995
Thumb,2,0.77500004,0.30357143,197.0,1154.0,0.0,121.272995,121.272995
Thumb,1,0.77500004,0.30357143,197.0,1154.0,0.0,121.272995,121.272995
Thumb,0,0.9125,0.42857146,873.0,1260.0,0.0,159.232,159.232
Thumb,2,0.925,0.4464286,869.252,1257.5013,0.0,171.885,171.885
Thumb,2,0.9125,0.4107143,824.888,1247.111,0.0,159.232,159.232
Thumb,2,0.8875,0.39285716,753.6994,1237.5118,0.0,146.579,146.579
Thumb,2,0.8625,0.35714287,662.23035,1236.0657,0.0,133.926,133.926
Thumb,2,0.85,0.35714287,548.7185,1225.4963,0.0,133.926,133.926
Thumb,2,0.83750004,0.33928573,424.58502,1217.9536,0.0,133.926,133.926
Thumb,2,0.8125,0.33928573,321.0,1199.5,0.0,133.926,133.926
Thumb,2,0.8125,0.33928573,280.703,1200.1604,0.0,133.926,133.926
Thumb,2,0.8125,0.33928573,258.09387,1197.7358,0.0,133.926,133.926
Thumb,2,0.8125,0.3214286,233.87627,1192.0,0.0,121.272995,121.272995
Thumb,2,0.6125,0.30357143,222.0,1192.0,0.0,121.272995,121.272995
Thumb,1,0.6125,0.30357143,222.0,1192.0,0.0,121.272995,121.272995
Thumb,0,0.90000004,0.42857146,893.0,1250.0,0.0,159.232,159.232
Thumb,2,0.9125,0.42857146,883.09454,1247.7345,0.0,159.232,159.232
Thumb,2,0.9125,0.4464286,841.057,1239.4341,0.0,171.885,171.885
Thumb,2,0.8875,0.4107143,768.1182,1228.3026,0.0,159.232,159.232
Thumb,2,0.8625,0.35714287,664.84735,1220.0055,0.0,133.926,133.926
Thumb,2,0.85,0.35714287,541.0767,1211.3232,0.0,133.926,133.926
Thumb,2,0.83750004,0.3214286,424.59805,1196.8036,0.0,121.272995,121.272995
Thumb,2,0.83750004,0.3214286,334.19604,1183.0707,0.0,121.272995,121.272995
Thumb,2,0.83750004,0.3214286,292.35968,1177.1563,0.0,121.272995,121.272995
Thumb,2,0.83750004,0.3214286,267.7738,1170.2534,0.0,121.272995,121.272995
Thumb,2,0.83750004,0.3214286,241.62846,1163.2095,0.0,121.272995,121.272995
Thumb,2,0.8,0.3214286,212.26039,1149.8402,0.0,121.272995,121.272995
Thumb,2,0.725,0.2857143,202.0,1143.0,0.0,108.619995,108.619995
Thumb,1,0.725,0.2857143,202.0,1143.0,0.0,108.619995,108.619995
Thumb,0,0.8875,0.42857146,897.0,1265.0,0.0,159.232,159.232
Thumb,2,0.9125,0.42857146,888.6805,1260.246,0.0,159.232,159.232
Thumb,2,0.90000004,0.4107143,833.22107,1244.4233,0.0,159.232,159.232
Thumb,2,0.8875,0.39285716,748.9247,1229.8062,0.0,146.579,146.579
Thumb,2,0.8625,0.35714287,642.4293,1215.8037,0.0,133.926,133.926
Thumb,2,0.85,0.33928573,508.5764,1203.0741,0.0,133.926,133.926
Thumb,2,0.83750004,0.33928573,370.62326,1188.2975,0.0,133.926,133.926
Thumb,2,0.825,0.33928573,277.40228,1178.0,0.0,133.926,133.926
Thumb,2,0.825,0.33928573,227.03833,1173.0,0.0,133.926,133.926
Thumb,2,0.825,0.33928573,201.61418,1170.1714,0.0,133.926,133.926
Thumb,2,0.7875,0.3214286,176.0401,1163.4739,0.0,121.272995,121.272995
Thumb,2,0.6875,0.30357143,177.0,1163.0,0.0,121.272995,121.272995
Thumb,1,0.6875,0.30357143,177.0,1163.0,0.0,121.272995,121.272995
Thumb,0,0.8875,0.42857146,907.0,1271.0,0.0,159.232,159.232
Thumb,2,0.9125,0.4464286,903.21204,1267.212,0.0,171.885,171.885
Thumb,2,0.95,0.46428573,861.88605,1250.439,0.0,171.885,171.885
Thumb,2,0.925,0.4107143,781.04126,1225.9247,0.0,159.232,159.232
Thumb,2,0.90000004,0.37500003,694.13336,1201.9454,0.0,146.579,146.579
Thumb,2,0.8875,0.37500003,568.6879,1182.002,0.0,146.579,146.579
Thumb,2,0.8625,0.35714287,433.18967,1165.2677,0.0,133.926,133.926
Thumb,2,0.85,0.35714287,319.46954,1145.694,0.0,133.926,133.926
Thumb,2,0.85,0.33928573,258.23248,1139.2235,0.0,133.926,133.926
Thumb,2,0.85,0.33928573,218.6607,1136.166,0.0,133.926,133.926
Thumb,2,0.85,0.33928573,184.15974,1131.7621,0.0,133.926,133.926
Thumb,2,0.6625,0.30357143,165.66243,1126.6656,0.0,121.272995,121.272995
Thumb,1,0.6625,0.30357143,165.66243,1126.6656,0.0,121.272995,121.272995
Thumb,0,1.0,0.5,824.0,1197.0,0.0,184.538,184.538
Thumb,2,0.975,0.4464286,797.01776,1185.3232,0.0,171.885,171.885
Thumb,2,0.9375,0.4107143,691.01764,1154.5648,0.0,159.232,159.232
Thumb,2,0.90000004,0.35714287,572.6887,1136.6387,0.0,133.926,133.926
Thumb,2,0.90000004,0.35714287,434.5,1123.0,0.0,133.926,133.926
Thumb,2,0.875,0.35714287,323.79178,1115.8691,0.0,133.926,133.926
Thumb,2,0.875,0.33928573,237.68771,1115.0,0.0,133.926,133.926
Thumb,2,0.8625,0.33928573,179.30214,1116.1919,0.0,133.926,133.926
Thumb,2,0.85,0.33928573,136.5,1119.5,0.0,133.926,133.926
Thumb,2,0.5625,0.26785716,126.05376,1117.0,0.0,108.619995,108.619995
Thumb,1,0.5625,0.26785716,126.05376,1117.0,0.0,108.619995,108.619995
Thumb,0,1.0125,0.46428573,892.0,1232.0,0.0,171.885,171.885
Thumb,2,1.0,0.46428573,888.0642,1229.3761,0.0,171.885,171.885
Thumb,2,0.9875,0.46428573,828.28345,1208.2701,0.0,171.885,171.885
Thumb,2,0.9375,0.39285716,735.598,1183.5995,0.0,146.579,146.579
Thumb,2,0.90000004,0.37500003,626.48645,1166.9896,0.0,146.579,146.579
Thumb,2,0.90000004,0.35714287,483.89627,1156.2957,0.0,133.926,133.926
Thumb,2,0.8875,0.35714287,346.858,1145.9576,0.0,133.926,133.926
Thumb,2,0.875,0.3214286,248.61441,1136.138,0.0,121.272995,121.272995
Thumb,2,0.875,0.3214286,204.69862,1134.5662,0.0,121.272995,121.272995
Thumb,2,0.875,0.3214286,184.30815,1128.8925,0.0,121.272995,121.272995
Thumb,2,0.75,0.2857143,174.0,1126.0,0.0,108.619995,108.619995
Thumb,1,0.75,0.2857143,174.0,1126.0,0.0,108.619995,108.619995
Thumb,0,1.0375,0.48214287,819.0,1175.0,0.0,184.538,184.538
Thumb,2,1.0,0.46428573,798.73773,1167.6886,0.0,171.885,171.885
Thumb,2,0.975,0.4464286,717.0769,1152.381,0.0,171.885,171.885
Thumb,2,0.9375,0.39285716,593.84985,1135.1877,0.0,146.579,146.579
Thumb,2,0.9125,0.35714287,461.81442,1125.5841,0.0,133.926,133.926
Thumb,2,0.9125,0.35714287,316.38354,1122.4475,0.0,133.926,133.926
Thumb,2,0.8875,0.35714287,189.87262,1114.1609,0.0,133.926,133.926
Thumb,2,0.875,0.33928573,141.91225,1114.4595,0.0,133.926,133.926
Thumb,2,0.8125,0.30357143,115.0,1112.0,0.0,121.272995,121.272995
Thumb,1,0.8125,0.30357143,115.0,1112.0,0.0,121.272995,121.272995
Thumb,0,1.025,0.46428573,342.0,1235.0,0.0,171.885,171.885
Thumb,2,0.9875,0.42857146,389.5627,1213.703,0.0,159.232,159.232
Thumb,2,0.9375,0.39285716,497.02228,1180.4374,0.0,146.579,146.579
Thumb,2,0.9125,0.35714287,627.6754,1160.5431,0.0,133.926,133.926
Thumb,2,0.8875,0.35714287,749.654,1152.0256,0.0,133.926,133.926
Thumb,2,0.8625,0.3214286,805.9028,1156.5483,0.0,121.272995,121.272995
Thumb,2,0.85,0.3214286,838.70593,1165.2354,0.0,121.272995,121.272995
Thumb,2,0.83750004,0.3214286,852.7575,1172.8384,0.0,121.272995,121.272995
Thumb,2,0.8,0.2857143,857.37396,1183.122,0.0,108.619995,108.619995
Thumb,2,0.65000004,0.26785716,858.0,1185.0,0.0,108.619995,108.619995
Thumb,1,0.65000004,0.26785716,858.0,1185.0,0.0,108.619995,108.619995
Thumb,0,1.0125,0.48214287,303.0,1245.0,0.0,184.538,184.538
Thumb,2,1.0,0.46428573,304.31842,1243.6816,0.0,171.885,171.885
Thumb,2,0.95,0.4107143,375.3348,1214.9835,0.0,159.232,159.232
Thumb,2,0.925,0.39285716,492.5657,1185.9603,0.0,146.579,146.579
Thumb,2,0.8875,0.35714287,617.7676,1171.8918,0.0,133.926,133.926
Thumb,2,0.8625,0.3214286,720.3844,1164.0,0.0,121.272995,121.272995
Thumb,2,0.85,0.3214286,781.6092,1164.4304,0.0,121.272995,121.272995
Thumb,2,0.83750004,0.3214286,808.7765,1168.8392,0.0,121.272995,121.272995
Thumb,2,0.825,0.3214286,821.0629,1172.8252,0.0,121.272995,121.272995
Thumb,2,0.7375,0.2857143,825.0,1175.0,0.0,108.619995,108.619995
